year,month,day,tank,size,trt,Leftover (g)
2017,2,28,2,large,2.0%,1.474
2017,2,28,3,small,0.0%,0.000
2017,2,28,4,small,1.0%,0.130
2017,2,28,5,large,1.0%,0.732
2017,2,28,6,large,0.0%,0.000
2017,2,28,7,small,2.0%,0.554
2017,2,28,8,small,0.5%,0.000
2017,2,28,9,small,0.0%,0.000
2017,2,28,10,large,2.0%,1.222
2017,2,28,11,small,1.0%,0.053
2017,2,28,12,small,0.5%,0.000
2017,2,28,13,small,1.0%,0.212
2017,2,28,14,small,2.0%,0.620
2017,2,28,15,small,0.0%,0.000
2017,2,28,16,small,0.5%,0.000
2017,2,28,17,small,2.0%,0.428
2017,2,28,18,large,0.0%,0.000
2017,2,28,19,small,1.0%,0.000
2017,2,28,20,large,0.5%,0.000
2017,2,28,21,small,0.0%,0.000
2017,2,28,22,small,2.0%,0.000
2017,2,28,23,large,0.5%,0.000
2017,2,28,24,small,1.0%,0.000
2017,2,28,25,large,0.0%,0.000
2017,2,28,26,small,1.0%,0.000
2017,2,28,27,small,2.0%,0.000
2017,2,28,28,small,0.5%,0.000
2017,2,28,29,small,0.5%,0.000
2017,2,28,30,small,2.0%,0.000
2017,2,28,31,small,0.0%,0.000
2017,2,28,32,large,1.0%,0.000
2017,2,28,33,small,0.5%,0.000
2017,2,28,34,large,1.0%,0.000
2017,2,28,35,small,0.0%,0.000
2017,2,28,36,large,2.0%,0.000
2017,3,1,1,large,0.5%,0.000
2017,3,1,2,large,2.0%,1.164
2017,3,1,3,small,0.0%,0.000
2017,3,1,4,small,1.0%,0.066
2017,3,1,5,large,1.0%,0.450
2017,3,1,6,large,0.0%,0.000
2017,3,1,7,small,2.0%,0.505
2017,3,1,8,small,0.5%,0.000
2017,3,1,9,small,0.0%,0.000
2017,3,1,10,large,2.0%,1.129
2017,3,1,11,small,1.0%,0.054
2017,3,1,12,small,0.5%,0.000
2017,3,1,13,small,1.0%,0.180
2017,3,1,14,small,2.0%,0.464
2017,3,1,15,small,0.0%,0.000
2017,3,1,16,small,0.5%,0.000
2017,3,1,17,small,2.0%,0.449
2017,3,1,18,large,0.0%,0.000
2017,3,1,19,small,1.0%,0.094
2017,3,1,20,large,0.5%,0.000
2017,3,1,21,small,0.0%,0.000
2017,3,1,22,small,2.0%,0.670
2017,3,1,23,large,0.5%,0.000
2017,3,1,24,small,1.0%,0.152
2017,3,1,25,large,0.0%,0.000
2017,3,1,26,small,1.0%,0.147
2017,3,1,27,small,2.0%,0.634
2017,3,1,28,small,0.5%,0.000
2017,3,1,29,small,0.5%,0.000
2017,3,1,30,small,2.0%,0.648
2017,3,1,31,small,0.0%,0.000
2017,3,1,32,large,1.0%,0.303
2017,3,1,33,small,0.5%,0.000
2017,3,1,34,large,1.0%,0.336
2017,3,1,35,small,0.0%,0.000
2017,3,1,36,large,2.0%,1.512
2017,3,2,1,large,0.5%,0.164
2017,3,2,2,large,2.0%,1.268
2017,3,2,3,small,0.0%,0.000
2017,3,2,4,small,1.0%,0.120
2017,3,2,5,large,1.0%,0.564
2017,3,2,6,large,0.0%,0.000
2017,3,2,7,small,2.0%,0.519
2017,3,2,8,small,0.5%,0.024
2017,3,2,9,small,0.0%,0.000
2017,3,2,10,large,2.0%,1.306
2017,3,2,11,small,1.0%,0.113
2017,3,2,12,small,0.5%,0.035
2017,3,2,13,small,1.0%,0.253
2017,3,2,14,small,2.0%,0.613
2017,3,2,15,small,0.0%,0.000
2017,3,2,16,small,0.5%,0.023
2017,3,2,17,small,2.0%,0.521
2017,3,2,18,large,0.0%,0.000
2017,3,2,19,small,1.0%,0.243
2017,3,2,20,large,0.5%,0.137
2017,3,2,21,small,0.0%,0.000
2017,3,2,22,small,2.0%,0.661
2017,3,2,23,large,0.5%,0.055
2017,3,2,24,small,1.0%,0.259
2017,3,2,25,large,0.0%,0.000
2017,3,2,26,small,1.0%,0.355
2017,3,2,27,small,2.0%,0.688
2017,3,2,28,small,0.5%,0.094
2017,3,2,29,small,0.5%,0.032
2017,3,2,30,small,2.0%,0.899
2017,3,2,31,small,0.0%,0.000
2017,3,2,32,large,1.0%,0.734
2017,3,2,33,small,0.5%,0.057
2017,3,2,34,large,1.0%,0.701
2017,3,2,35,small,0.0%,0.000
2017,3,2,36,large,2.0%,1.834
2017,3,3,1,large,0.5%,0.136
2017,3,3,2,large,2.0%,1.239
2017,3,3,3,small,0.0%,0.000
2017,3,3,4,small,1.0%,0.084
2017,3,3,5,large,1.0%,0.673
2017,3,3,6,large,0.0%,0.000
2017,3,3,7,small,2.0%,0.510
2017,3,3,8,small,0.5%,0.000
2017,3,3,9,small,0.0%,0.000
2017,3,3,10,large,2.0%,1.272
2017,3,3,11,small,1.0%,0.079
2017,3,3,12,small,0.5%,0.000
2017,3,3,13,small,1.0%,0.085
2017,3,3,14,small,2.0%,0.460
2017,3,3,15,small,0.0%,0.000
2017,3,3,16,small,0.5%,0.000
2017,3,3,17,small,2.0%,0.432
2017,3,3,18,large,0.0%,0.000
2017,3,3,19,small,1.0%,0.211
2017,3,3,20,large,0.5%,0.000
2017,3,3,21,small,0.0%,0.000
2017,3,3,22,small,2.0%,0.641
2017,3,3,23,large,0.5%,0.106
2017,3,3,24,small,1.0%,0.189
2017,3,3,25,large,0.0%,0.000
2017,3,3,26,small,1.0%,0.242
2017,3,3,27,small,2.0%,0.775
2017,3,3,28,small,0.5%,0.000
2017,3,3,29,small,0.5%,0.000
2017,3,3,30,small,2.0%,0.649
2017,3,3,31,small,0.0%,0.000
2017,3,3,32,large,1.0%,0.562
2017,3,3,33,small,0.5%,0.000
2017,3,3,34,large,1.0%,0.504
2017,3,3,35,small,0.0%,0.000
2017,3,3,36,large,2.0%,1.589
2017,3,4,1,large,0.5%,0.107
2017,3,4,2,large,2.0%,1.188
2017,3,4,3,small,0.0%,0.000
2017,3,4,4,small,1.0%,0.083
2017,3,4,5,large,1.0%,0.499
2017,3,4,6,large,0.0%,0.000
2017,3,4,7,small,2.0%,0.513
2017,3,4,8,small,0.5%,0.000
2017,3,4,9,small,0.0%,0.000
2017,3,4,10,large,2.0%,1.121
2017,3,4,11,small,1.0%,0.054
2017,3,4,12,small,0.5%,0.000
2017,3,4,13,small,1.0%,0.298
2017,3,4,14,small,2.0%,0.545
2017,3,4,15,small,0.0%,0.000
2017,3,4,16,small,0.5%,0.000
2017,3,4,17,small,2.0%,0.466
2017,3,4,18,large,0.0%,0.000
2017,3,4,19,small,1.0%,0.242
2017,3,4,20,large,0.5%,0.000
2017,3,4,21,small,0.0%,0.000
2017,3,4,22,small,2.0%,0.503
2017,3,4,23,large,0.5%,0.000
2017,3,4,24,small,1.0%,0.212
2017,3,4,25,large,0.0%,0.000
2017,3,4,26,small,1.0%,0.329
2017,3,4,27,small,2.0%,0.583
2017,3,4,28,small,0.5%,0.000
2017,3,4,29,small,0.5%,0.040
2017,3,4,30,small,2.0%,0.798
2017,3,4,31,small,0.0%,0.000
2017,3,4,32,large,1.0%,0.464
2017,3,4,33,small,0.5%,0.000
2017,3,4,34,large,1.0%,0.635
2017,3,4,35,small,0.0%,0.000
2017,3,4,36,large,2.0%,1.650
2017,3,5,1,large,0.5%,0.173
2017,3,5,2,large,2.0%,1.337
2017,3,5,3,small,0.0%,0.000
2017,3,5,4,small,1.0%,0.166
2017,3,5,5,large,1.0%,0.574
2017,3,5,6,large,0.0%,0.000
2017,3,5,7,small,2.0%,0.568
2017,3,5,8,small,0.5%,0.000
2017,3,5,9,small,0.0%,0.000
2017,3,5,10,large,2.0%,1.337
2017,3,5,11,small,1.0%,0.084
2017,3,5,12,small,0.5%,0.038
2017,3,5,13,small,1.0%,0.243
2017,3,5,14,small,2.0%,0.579
2017,3,5,15,small,0.0%,0.000
2017,3,5,16,small,0.5%,0.000
2017,3,5,17,small,2.0%,0.538
2017,3,5,18,large,0.0%,0.000
2017,3,5,19,small,1.0%,0.248
2017,3,5,20,large,0.5%,0.080
2017,3,5,21,small,0.0%,0.000
2017,3,5,22,small,2.0%,0.615
2017,3,5,23,large,0.5%,0.000
2017,3,5,24,small,1.0%,0.216
2017,3,5,25,large,0.0%,0.000
2017,3,5,26,small,1.0%,0.247
2017,3,5,27,small,2.0%,0.799
2017,3,5,28,small,0.5%,0.087
2017,3,5,29,small,0.5%,0.000
2017,3,5,30,small,2.0%,0.825
2017,3,5,31,small,0.0%,0.000
2017,3,5,32,large,1.0%,0.556
2017,3,5,33,small,0.5%,0.224
2017,3,5,34,large,1.0%,0.615
2017,3,5,35,small,0.0%,0.000
2017,3,5,36,large,2.0%,1.733
2017,3,6,1,large,0.5%,0.272
2017,3,6,2,large,2.0%,1.245
2017,3,6,3,small,0.0%,0.000
2017,3,6,4,small,1.0%,0.145
2017,3,6,5,large,1.0%,0.536
2017,3,6,6,large,0.0%,0.000
2017,3,6,7,small,2.0%,0.561
2017,3,6,8,small,0.5%,0.000
2017,3,6,9,small,0.0%,0.000
2017,3,6,10,large,2.0%,1.234
2017,3,6,11,small,1.0%,0.115
2017,3,6,12,small,0.5%,0.000
2017,3,6,13,small,1.0%,0.202
2017,3,6,14,small,2.0%,0.551
2017,3,6,15,small,0.0%,0.000
2017,3,6,16,small,0.5%,0.000
2017,3,6,17,small,2.0%,0.538
2017,3,6,18,large,0.0%,0.000
2017,3,6,19,small,1.0%,0.218
2017,3,6,20,large,0.5%,0.175
2017,3,6,21,small,0.0%,0.000
2017,3,6,22,small,2.0%,0.604
2017,3,6,23,large,0.5%,0.116
2017,3,6,24,small,1.0%,0.282
2017,3,6,25,large,0.0%,0.000
2017,3,6,26,small,1.0%,0.206
2017,3,6,27,small,2.0%,0.724
2017,3,6,28,small,0.5%,0.055
2017,3,6,29,small,0.5%,0.074
2017,3,6,30,small,2.0%,0.737
2017,3,6,31,small,0.0%,0.000
2017,3,6,32,large,1.0%,0.519
2017,3,6,33,small,0.5%,0.110
2017,3,6,34,large,1.0%,0.765
2017,3,6,35,small,0.0%,0.000
2017,3,6,36,large,2.0%,1.673
2017,3,7,1,large,0.5%,0.257
2017,3,7,2,large,2.0%,1.433
2017,3,7,3,small,0.0%,0.000
2017,3,7,4,small,1.0%,0.158
2017,3,7,5,large,1.0%,0.858
2017,3,7,6,large,0.0%,0.000
2017,3,7,7,small,2.0%,0.543
2017,3,7,8,small,0.5%,0.116
2017,3,7,9,small,0.0%,0.000
2017,3,7,10,large,2.0%,1.261
2017,3,7,11,small,1.0%,0.090
2017,3,7,12,small,0.5%,0.091
2017,3,7,13,small,1.0%,0.280
2017,3,7,14,small,2.0%,0.565
2017,3,7,15,small,0.0%,0.000
2017,3,7,16,small,0.5%,0.066
2017,3,7,17,small,2.0%,0.450
2017,3,7,18,large,0.0%,0.000
2017,3,7,19,small,1.0%,0.211
2017,3,7,20,large,0.5%,0.357
2017,3,7,21,small,0.0%,0.000
2017,3,7,22,small,2.0%,0.581
2017,3,7,23,large,0.5%,0.176
2017,3,7,24,small,1.0%,0.228
2017,3,7,25,large,0.0%,0.000
2017,3,7,26,small,1.0%,0.374
2017,3,7,27,small,2.0%,0.679
2017,3,7,28,small,0.5%,0.144
2017,3,7,29,small,0.5%,0.150
2017,3,7,30,small,2.0%,0.837
2017,3,7,31,small,0.0%,0.000
2017,3,7,32,large,1.0%,0.598
2017,3,7,33,small,0.5%,0.095
2017,3,7,34,large,1.0%,0.795
2017,3,7,35,small,0.0%,0.000
2017,3,7,36,large,2.0%,1.866
2017,3,8,1,large,0.5%,0.140
2017,3,8,2,large,2.0%,1.269
2017,3,8,3,small,0.0%,0.000
2017,3,8,4,small,1.0%,0.134
2017,3,8,5,large,1.0%,0.543
2017,3,8,6,large,0.0%,0.000
2017,3,8,7,small,2.0%,0.505
2017,3,8,8,small,0.5%,0.000
2017,3,8,9,small,0.0%,0.000
2017,3,8,10,large,2.0%,1.193
2017,3,8,11,small,1.0%,0.130
2017,3,8,12,small,0.5%,0.028
2017,3,8,13,small,1.0%,0.151
2017,3,8,14,small,2.0%,0.528
2017,3,8,15,small,0.0%,0.000
2017,3,8,16,small,0.5%,0.000
2017,3,8,17,small,2.0%,0.436
2017,3,8,18,large,0.0%,0.000
2017,3,8,19,small,1.0%,0.153
2017,3,8,20,large,0.5%,0.115
2017,3,8,21,small,0.0%,0.000
2017,3,8,22,small,2.0%,0.676
2017,3,8,23,large,0.5%,0.085
2017,3,8,24,small,1.0%,0.257
2017,3,8,25,large,0.0%,0.000
2017,3,8,26,small,1.0%,0.214
2017,3,8,27,small,2.0%,0.764
2017,3,8,28,small,0.5%,0.045
2017,3,8,29,small,0.5%,0.063
2017,3,8,30,small,2.0%,0.862
2017,3,8,31,small,0.0%,0.000
2017,3,8,32,large,1.0%,0.587
2017,3,8,33,small,0.5%,0.149
2017,3,8,34,large,1.0%,0.761
2017,3,8,35,small,0.0%,0.000
2017,3,8,36,large,2.0%,2.141
2017,3,9,1,large,0.5%,0.300
2017,3,9,2,large,2.0%,1.496
2017,3,9,3,small,0.0%,0.000
2017,3,9,4,small,1.0%,0.135
2017,3,9,5,large,1.0%,0.653
2017,3,9,6,large,0.0%,0.000
2017,3,9,7,small,2.0%,0.568
2017,3,9,8,small,0.5%,0.039
2017,3,9,9,small,0.0%,0.000
2017,3,9,10,large,2.0%,1.355
2017,3,9,11,small,1.0%,0.103
2017,3,9,12,small,0.5%,0.080
2017,3,9,13,small,1.0%,0.280
2017,3,9,14,small,2.0%,0.490
2017,3,9,15,small,0.0%,0.000
2017,3,9,16,small,0.5%,0.068
2017,3,9,17,small,2.0%,0.509
2017,3,9,18,large,0.0%,0.000
2017,3,9,19,small,1.0%,0.208
2017,3,9,20,large,0.5%,0.273
2017,3,9,21,small,0.0%,0.000
2017,3,9,22,small,2.0%,0.651
2017,3,9,23,large,0.5%,0.086
2017,3,9,24,small,1.0%,0.190
2017,3,9,25,large,0.0%,0.000
2017,3,9,26,small,1.0%,0.365
2017,3,9,27,small,2.0%,0.726
2017,3,9,28,small,0.5%,0.164
2017,3,9,29,small,0.5%,0.067
2017,3,9,30,small,2.0%,0.854
2017,3,9,31,small,0.0%,0.000
2017,3,9,32,large,1.0%,0.690
2017,3,9,33,small,0.5%,0.135
2017,3,9,34,large,1.0%,0.807
2017,3,9,35,small,0.0%,0.000
2017,3,9,36,large,2.0%,1.770
2017,3,10,1,large,0.5%,0.225
2017,3,10,2,large,2.0%,1.251
2017,3,10,3,small,0.0%,0.000
2017,3,10,4,small,1.0%,0.133
2017,3,10,5,large,1.0%,0.563
2017,3,10,6,large,0.0%,0.000
2017,3,10,7,small,2.0%,0.557
2017,3,10,8,small,0.5%,0.080
2017,3,10,9,small,0.0%,0.000
2017,3,10,10,large,2.0%,1.229
2017,3,10,11,small,1.0%,0.080
2017,3,10,12,small,0.5%,0.051
2017,3,10,13,small,1.0%,0.233
2017,3,10,14,small,2.0%,0.595
2017,3,10,15,small,0.0%,0.000
2017,3,10,16,small,0.5%,0.043
2017,3,10,17,small,2.0%,0.476
2017,3,10,18,large,0.0%,0.000
2017,3,10,19,small,1.0%,0.214
2017,3,10,20,large,0.5%,0.219
2017,3,10,21,small,0.0%,0.000
2017,3,10,22,small,2.0%,0.690
2017,3,10,23,large,0.5%,0.075
2017,3,10,24,small,1.0%,0.189
2017,3,10,25,large,0.0%,0.000
2017,3,10,26,small,1.0%,0.302
2017,3,10,27,small,2.0%,0.724
2017,3,10,28,small,0.5%,0.000
2017,3,10,29,small,0.5%,0.000
2017,3,10,30,small,2.0%,0.761
2017,3,10,31,small,0.0%,0.000
2017,3,10,32,large,1.0%,0.631
2017,3,10,33,small,0.5%,0.140
2017,3,10,34,large,1.0%,0.703
2017,3,10,35,small,0.0%,0.000
2017,3,10,36,large,2.0%,1.765
2017,3,11,1,large,0.5%,0.185
2017,3,11,2,large,2.0%,1.457
2017,3,11,3,small,0.0%,0.000
2017,3,11,4,small,1.0%,0.203
2017,3,11,5,large,1.0%,0.536
2017,3,11,6,large,0.0%,0.000
2017,3,11,7,small,2.0%,0.594
2017,3,11,8,small,0.5%,0.000
2017,3,11,9,small,0.0%,0.000
2017,3,11,10,large,2.0%,1.609
2017,3,11,11,small,1.0%,0.127
2017,3,11,12,small,0.5%,0.087
2017,3,11,13,small,1.0%,0.233
2017,3,11,14,small,2.0%,0.544
2017,3,11,15,small,0.0%,0.000
2017,3,11,16,small,0.5%,0.000
2017,3,11,17,small,2.0%,0.546
2017,3,11,18,large,0.0%,0.000
2017,3,11,19,small,1.0%,0.308
2017,3,11,20,large,0.5%,0.138
2017,3,11,21,small,0.0%,0.000
2017,3,11,22,small,2.0%,0.683
2017,3,11,23,large,0.5%,0.234
2017,3,11,24,small,1.0%,0.288
2017,3,11,25,large,0.0%,0.000
2017,3,11,26,small,1.0%,0.260
2017,3,11,27,small,2.0%,0.775
2017,3,11,28,small,0.5%,0.034
2017,3,11,29,small,0.5%,0.073
2017,3,11,30,small,2.0%,0.868
2017,3,11,31,small,0.0%,0.000
2017,3,11,32,large,1.0%,0.641
2017,3,11,33,small,0.5%,0.087
2017,3,11,34,large,1.0%,0.722
2017,3,11,35,small,0.0%,0.000
2017,3,11,36,large,2.0%,1.798
2017,3,12,1,large,0.5%,0.506
2017,3,12,2,large,2.0%,1.416
2017,3,12,3,small,0.0%,0.000
2017,3,12,4,small,1.0%,0.195
2017,3,12,5,large,1.0%,0.776
2017,3,12,6,large,0.0%,0.000
2017,3,12,7,small,2.0%,0.772
2017,3,12,8,small,0.5%,0.124
2017,3,12,9,small,0.0%,0.000
2017,3,12,10,large,2.0%,1.395
2017,3,12,11,small,1.0%,0.176
2017,3,12,12,small,0.5%,0.041
2017,3,12,13,small,1.0%,0.275
2017,3,12,14,small,2.0%,0.610
2017,3,12,15,small,0.0%,0.000
2017,3,12,16,small,0.5%,0.090
2017,3,12,17,small,2.0%,0.557
2017,3,12,18,large,0.0%,0.000
2017,3,12,19,small,1.0%,0.317
2017,3,12,20,large,0.5%,0.400
2017,3,12,21,small,0.0%,0.000
2017,3,12,22,small,2.0%,0.709
2017,3,12,23,large,0.5%,0.255
2017,3,12,24,small,1.0%,0.308
2017,3,12,25,large,0.0%,0.000
2017,3,12,26,small,1.0%,0.357
2017,3,12,27,small,2.0%,0.838
2017,3,12,28,small,0.5%,0.229
2017,3,12,29,small,0.5%,0.313
2017,3,12,30,small,2.0%,0.971
2017,3,12,31,small,0.0%,0.000
2017,3,12,32,large,1.0%,0.709
2017,3,12,33,small,0.5%,0.210
2017,3,12,34,large,1.0%,0.787
2017,3,12,35,small,0.0%,0.000
2017,3,12,36,large,2.0%,1.836
2017,3,13,1,large,0.5%,0.336
2017,3,13,2,large,2.0%,1.260
2017,3,13,3,small,0.0%,0.000
2017,3,13,4,small,1.0%,0.107
2017,3,13,5,large,1.0%,0.584
2017,3,13,6,large,0.0%,0.000
2017,3,13,7,small,2.0%,0.638
2017,3,13,8,small,0.5%,0.000
2017,3,13,9,small,0.0%,0.000
2017,3,13,10,large,2.0%,1.333
2017,3,13,11,small,1.0%,0.072
2017,3,13,12,small,0.5%,0.000
2017,3,13,13,small,1.0%,0.212
2017,3,13,14,small,2.0%,0.506
2017,3,13,15,small,0.0%,0.000
2017,3,13,16,small,0.5%,0.000
2017,3,13,17,small,2.0%,0.470
2017,3,13,18,large,0.0%,0.000
2017,3,13,19,small,1.0%,0.203
2017,3,13,20,large,0.5%,0.115
2017,3,13,21,small,0.0%,0.000
2017,3,13,22,small,2.0%,0.640
2017,3,13,23,large,0.5%,0.060
2017,3,13,24,small,1.0%,0.262
2017,3,13,25,large,0.0%,0.000
2017,3,13,26,small,1.0%,0.341
2017,3,13,27,small,2.0%,0.791
2017,3,13,28,small,0.5%,0.193
2017,3,13,29,small,0.5%,0.083
2017,3,13,30,small,2.0%,0.934
2017,3,13,31,small,0.0%,0.000
2017,3,13,32,large,1.0%,0.696
2017,3,13,33,small,0.5%,0.212
2017,3,13,34,large,1.0%,0.936
2017,3,13,35,small,0.0%,0.000
2017,3,13,36,large,2.0%,1.868
2017,3,14,1,large,0.5%,0.180
2017,3,14,2,large,2.0%,1.865
2017,3,14,3,small,0.0%,0.000
2017,3,14,4,small,1.0%,0.156
2017,3,14,5,large,1.0%,0.466
2017,3,14,6,large,0.0%,0.000
2017,3,14,7,small,2.0%,0.528
2017,3,14,8,small,0.5%,0.025
2017,3,14,9,small,0.0%,0.000
2017,3,14,10,large,2.0%,1.113
2017,3,14,11,small,1.0%,0.094
2017,3,14,12,small,0.5%,0.034
2017,3,14,13,small,1.0%,0.191
2017,3,14,14,small,2.0%,0.494
2017,3,14,15,small,0.0%,0.000
2017,3,14,16,small,0.5%,0.032
2017,3,14,17,small,2.0%,0.427
2017,3,14,18,large,0.0%,0.000
2017,3,14,19,small,1.0%,0.218
2017,3,14,20,large,0.5%,0.000
2017,3,14,21,small,0.0%,0.000
2017,3,14,22,small,2.0%,0.574
2017,3,14,23,large,0.5%,0.000
2017,3,14,24,small,1.0%,0.242
2017,3,14,25,large,0.0%,0.000
2017,3,14,26,small,1.0%,0.274
2017,3,14,27,small,2.0%,0.632
2017,3,14,28,small,0.5%,0.000
2017,3,14,29,small,0.5%,0.097
2017,3,14,30,small,2.0%,0.709
2017,3,14,31,small,0.0%,0.000
2017,3,14,32,large,1.0%,0.525
2017,3,14,33,small,0.5%,0.110
2017,3,14,34,large,1.0%,0.627
2017,3,14,35,small,0.0%,0.000
2017,3,14,36,large,2.0%,1.659
2017,3,15,1,large,0.5%,0.139
2017,3,15,2,large,2.0%,1.178
2017,3,15,3,small,0.0%,0.000
2017,3,15,4,small,1.0%,0.078
2017,3,15,5,large,1.0%,0.679
2017,3,15,6,large,0.0%,0.000
2017,3,15,7,small,2.0%,0.537
2017,3,15,8,small,0.5%,0.026
2017,3,15,9,small,0.0%,0.000
2017,3,15,10,large,2.0%,1.156
2017,3,15,11,small,1.0%,0.078
2017,3,15,12,small,0.5%,0.024
2017,3,15,13,small,1.0%,0.200
2017,3,15,14,small,2.0%,0.514
2017,3,15,15,small,0.0%,0.000
2017,3,15,16,small,0.5%,0.000
2017,3,15,17,small,2.0%,0.496
2017,3,15,18,large,0.0%,0.000
2017,3,15,19,small,1.0%,0.268
2017,3,15,20,large,0.5%,0.000
2017,3,15,21,small,0.0%,0.000
2017,3,15,22,small,2.0%,0.586
2017,3,15,23,large,0.5%,0.000
2017,3,15,24,small,1.0%,0.213
2017,3,15,25,large,0.0%,0.000
2017,3,15,26,small,1.0%,0.222
2017,3,15,27,small,2.0%,0.691
2017,3,15,28,small,0.5%,0.064
2017,3,15,29,small,0.5%,0.000
2017,3,15,30,small,2.0%,0.704
2017,3,15,31,small,0.0%,0.000
2017,3,15,32,large,1.0%,0.608
2017,3,15,33,small,0.5%,0.065
2017,3,15,34,large,1.0%,0.761
2017,3,15,35,small,0.0%,0.000
2017,3,15,36,large,2.0%,1.572
2017,3,16,1,large,0.5%,0.512
2017,3,16,2,large,2.0%,1.513
2017,3,16,3,small,0.0%,0.000
2017,3,16,4,small,1.0%,0.188
2017,3,16,5,large,1.0%,0.822
2017,3,16,6,large,0.0%,0.000
2017,3,16,7,small,2.0%,0.559
2017,3,16,8,small,0.5%,0.107
2017,3,16,9,small,0.0%,0.000
2017,3,16,10,large,2.0%,1.515
2017,3,16,11,small,1.0%,0.103
2017,3,16,12,small,0.5%,0.102
2017,3,16,13,small,1.0%,0.262
2017,3,16,14,small,2.0%,0.577
2017,3,16,15,small,0.0%,0.000
2017,3,16,16,small,0.5%,0.049
2017,3,16,17,small,2.0%,0.562
2017,3,16,18,large,0.0%,0.000
2017,3,16,19,small,1.0%,0.252
2017,3,16,20,large,0.5%,0.453
2017,3,16,21,small,0.0%,0.000
2017,3,16,22,small,2.0%,0.718
2017,3,16,23,large,0.5%,0.275
2017,3,16,24,small,1.0%,0.310
2017,3,16,25,large,0.0%,0.000
2017,3,16,26,small,1.0%,0.430
2017,3,16,27,small,2.0%,0.850
2017,3,16,28,small,0.5%,0.160
2017,3,16,29,small,0.5%,0.156
2017,3,16,30,small,2.0%,0.895
2017,3,16,31,small,0.0%,0.000
2017,3,16,32,large,1.0%,0.799
2017,3,16,33,small,0.5%,0.185
2017,3,16,34,large,1.0%,0.903
2017,3,16,35,small,0.0%,0.000
2017,3,16,36,large,2.0%,2.042
2017,3,17,1,large,0.5%,0.232
2017,3,17,2,large,2.0%,1.466
2017,3,17,3,small,0.0%,0.000
2017,3,17,4,small,1.0%,0.166
2017,3,17,5,large,1.0%,0.572
2017,3,17,6,large,0.0%,0.000
2017,3,17,7,small,2.0%,0.505
2017,3,17,8,small,0.5%,0.032
2017,3,17,9,small,0.0%,0.000
2017,3,17,10,large,2.0%,1.352
2017,3,17,11,small,1.0%,0.083
2017,3,17,12,small,0.5%,0.049
2017,3,17,13,small,1.0%,0.289
2017,3,17,14,small,2.0%,0.575
2017,3,17,15,small,0.0%,0.000
2017,3,17,16,small,0.5%,0.050
2017,3,17,17,small,2.0%,0.503
2017,3,17,18,large,0.0%,0.000
2017,3,17,19,small,1.0%,0.194
2017,3,17,20,large,0.5%,0.185
2017,3,17,21,small,0.0%,0.000
2017,3,17,22,small,2.0%,0.755
2017,3,17,23,large,0.5%,0.058
2017,3,17,24,small,1.0%,0.148
2017,3,17,25,large,0.0%,0.000
2017,3,17,26,small,1.0%,0.339
2017,3,17,27,small,2.0%,0.792
2017,3,17,28,small,0.5%,0.094
2017,3,17,29,small,0.5%,0.112
2017,3,17,30,small,2.0%,0.834
2017,3,17,31,small,0.0%,0.000
2017,3,17,32,large,1.0%,0.595
2017,3,17,33,small,0.5%,0.259
2017,3,17,34,large,1.0%,0.845
2017,3,17,35,small,0.0%,0.000
2017,3,17,36,large,2.0%,1.984
2017,3,18,1,large,0.5%,0.387
2017,3,18,2,large,2.0%,1.447
2017,3,18,3,small,0.0%,0.000
2017,3,18,4,small,1.0%,0.164
2017,3,18,5,large,1.0%,0.607
2017,3,18,6,large,0.0%,0.000
2017,3,18,7,small,2.0%,0.544
2017,3,18,8,small,0.5%,0.000
2017,3,18,9,small,0.0%,0.000
2017,3,18,10,large,2.0%,1.376
2017,3,18,11,small,1.0%,0.077
2017,3,18,12,small,0.5%,0.026
2017,3,18,13,small,1.0%,0.284
2017,3,18,14,small,2.0%,0.573
2017,3,18,15,small,0.0%,0.000
2017,3,18,16,small,0.5%,0.061
2017,3,18,17,small,2.0%,0.476
2017,3,18,18,large,0.0%,0.000
2017,3,18,19,small,1.0%,0.262
2017,3,18,20,large,0.5%,0.262
2017,3,18,21,small,0.0%,0.000
2017,3,18,22,small,2.0%,0.710
2017,3,18,23,large,0.5%,0.221
2017,3,18,24,small,1.0%,0.282
2017,3,18,25,large,0.0%,0.000
2017,3,18,26,small,1.0%,0.317
2017,3,18,27,small,2.0%,0.828
2017,3,18,28,small,0.5%,0.168
2017,3,18,29,small,0.5%,0.078
2017,3,18,30,small,2.0%,0.925
2017,3,18,31,small,0.0%,0.000
2017,3,18,32,large,1.0%,0.683
2017,3,18,33,small,0.5%,0.123
2017,3,18,34,large,1.0%,0.912
2017,3,18,35,small,0.0%,0.000
2017,3,18,36,large,2.0%,1.968
2017,3,19,1,large,0.5%,0.000
2017,3,19,2,large,2.0%,0.000
2017,3,19,3,small,0.0%,0.000
2017,3,19,4,small,1.0%,0.000
2017,3,19,5,large,1.0%,0.000
2017,3,19,6,large,0.0%,0.000
2017,3,19,7,small,2.0%,0.000
2017,3,19,8,small,0.5%,0.000
2017,3,19,9,small,0.0%,0.000
2017,3,19,10,large,2.0%,0.000
2017,3,19,11,small,1.0%,0.000
2017,3,19,12,small,0.5%,0.000
2017,3,19,13,small,1.0%,0.000
2017,3,19,14,small,2.0%,0.000
2017,3,19,15,small,0.0%,0.000
